# 李晓琪等-现代汉语音节动态统计分析
#  Worlton, Daniel S. (2014) “超越汉字：现代汉语音节动态统计分析”李晓琪、贾益民、徐娟（主编）《数字化汉语教学（2014）》，北京：清华大学出版社，437-443.
# 备份: https://linguistese.com/yinjiebiao
#
# 备注：
# -  yan5 或为“䶮 yǎn”，但非轻声。
# - 部分音节可能有问题: 艈 uu5, 虲 uu5, 莻 neus5
#
# 汉字序号	汉字	音节	P(Z|Y)	P(Y|Z)	音节序号	载字量

1193	桌	zhuo1	0.647	1.000	683	8
1822	捉	zhuo1	0.256	1.000	683	8
1457	郎	lang2	0.431	1.000	684	14
1708	狼	lang2	0.299	1.000	684	14
2075	廊	lang2	0.186	1.000	684	14
1064	赛	sai4	0.801	1.000	685	3
1080	塞	sai4	0.199	0.257	685	3
881	娘	niang2	1.000	0.886	686	1
1017	坦	tan3	0.872	0.971	687	6
666	省	xing3	0.196	0.112	688	3
1075	醒	xing3	0.800	1.000	688	3
147	头	tou5	1.000	0.121	689	1
976	炸	zha4	0.689	0.705	690	13
2402	诈	zha4	0.126	1.000	690	13
1253	唱	chang4	0.609	1.000	691	5
2122	畅	chang4	0.182	1.000	691	5
2185	倡	chang4	0.171	1.000	691	5
1102	促	cu4	0.789	1.000	692	11
1000	跳	tiao4	0.959	1.000	693	3
377	夫	fu5	0.431	0.122	694	9
820	付	fu5	0.113	0.087	694	9
1576	腐	fu5	0.116	0.310	694	9
1211	懂	dong3	0.648	1.000	695	3
1629	董	dong3	0.352	1.000	695	3
995	孙	sun1	0.970	1.000	696	5
1160	毁	hui3	0.736	1.000	697	3
1853	悔	hui3	0.263	1.000	697	3
992	抓	zhua1	0.988	1.000	698	4
1372	艇	ting3	0.526	1.000	699	6
1467	挺	ting3	0.456	1.000	699	6
1247	描	miao2	0.640	1.000	700	5
1921	苗	miao2	0.251	1.000	700	5
2564	瞄	miao2	0.107	1.000	700	5
1359	贫	pin2	0.547	1.000	701	5
1534	频	pin2	0.417	1.000	701	5
907	藏	zang4	0.588	0.505	702	5
1630	脏	zang4	0.197	0.543	702	5
2060	葬	zang4	0.208	1.000	702	5
1660	赤	chi4	0.349	1.000	703	14
1858	斥	chi4	0.269	1.000	703	14
2066	翅	chi4	0.207	1.000	703	14
1114	闪	shan3	0.809	1.000	704	4
2158	陕	shan3	0.184	1.000	704	4
1004	雪	xue3	0.995	1.000	705	2
1474	尺	chi3	0.453	0.979	706	6
1772	齿	chi3	0.303	1.000	706	6
2169	耻	chi3	0.184	1.000	706	6
1049	盘	pan2	0.920	1.000	707	7
1035	熟	shu2	0.872	0.922	708	5
1010	嘴	zui3	0.996	1.000	709	3
1009	肉	rou4	1.000	1.000	710	1
1550	坡	po1	0.414	1.000	711	9
1560	颇	po1	0.410	1.000	711	9
2326	泼	po1	0.138	0.909	711	9
1041	软	ruan3	0.949	1.000	712	5
1030	塔	ta3	0.970	1.000	713	3
1039	蒙	meng3	0.155	0.161	714	8
1157	猛	meng3	0.792	1.000	714	8
1019	牛	niu2	1.000	1.000	715	1
184	度	duo2	0.170	0.024	716	4
1199	夺	duo2	0.740	1.000	716	4
1046	萨	sa4	0.968	1.000	717	4
1219	巧	qiao3	0.705	1.000	718	4
1434	悄	qiao3	0.283	0.556	718	4
1029	森	sen1	1.000	1.000	719	1
448	称	chen4	0.663	0.209	720	6
2110	趁	chen4	0.209	1.000	720	6
2503	衬	chen4	0.113	0.900	720	6
1210	哭	ku1	0.706	0.967	721	9
2186	枯	ku1	0.190	1.000	721	9
292	强	qiang3	0.609	0.121	722	5
1412	抢	qiang3	0.378	0.708	722	5
1068	床	chuang2	0.942	1.000	723	2
1727	苍	cang1	0.349	1.000	724	6
1845	舱	cang1	0.298	1.000	724	6
1884	仓	cang1	0.287	1.000	724	6
1251	妙	miao4	0.702	1.000	725	3
1889	庙	miao4	0.286	1.000	725	3
1151	残	can2	0.839	1.000	726	3
1471	艘	sou1	0.505	1.000	727	10
1565	搜	sou1	0.439	1.000	727	10
1067	刀	dao1	0.961	1.000	728	6
1332	瑞	rui4	0.633	1.000	729	7
1849	锐	rui4	0.302	1.000	729	7
1139	雅	ya3	0.861	0.990	730	3
2367	哑	ya3	0.139	0.889	730	3
192	儿	er5	1.000	0.135	731	1
1328	荒	huang1	0.626	0.980	732	3
1650	慌	huang1	0.367	0.923	732	3
984	喝	he1	0.698	0.609	733	5
1861	呵	he1	0.255	0.846	733	5
1183	喊	han3	0.816	1.000	734	4
2220	罕	han3	0.184	0.950	734	4
1081	努	nu3	0.960	1.000	735	4
866	散	san4	1.000	0.702	736	1
1409	耐	nai4	0.568	1.000	737	8
1624	奈	nai4	0.418	1.000	737	8
1348	魂	hun2	0.647	1.000	738	7
1991	浑	hun2	0.263	1.000	738	7
1053	弄	nong4	1.000	0.957	739	1
1077	透	tou4	1.000	1.000	740	1
1083	虎	hu3	0.949	0.953	741	5
1481	券	quan4	0.525	0.973	742	2
1562	劝	quan4	0.475	1.000	742	2
1535	宾	bin1	0.498	1.000	743	15
2441	斌	bin1	0.151	1.000	743	15
2476	滨	bin1	0.144	1.000	743	15
2735	彬	bin1	0.103	1.000	743	15
1223	债	zhai4	0.793	1.000	744	5
2312	寨	zhai4	0.182	1.000	744	5
1141	染	ran3	0.932	1.000	745	3
1635	腾	teng2	0.365	0.842	746	9
1710	疼	teng2	0.393	1.000	746	9
2199	藤	teng2	0.211	1.000	746	9
1267	菜	cai4	0.750	1.000	747	4
2225	蔡	cai4	0.205	1.000	747	4
1736	粹	cui4	0.383	1.000	748	15
1976	脆	cui4	0.282	1.000	748	15
2176	翠	cui4	0.218	1.000	748	15
1091	套	tao4	1.000	0.988	749	1
1711	卢	lu2	0.398	1.000	750	16
1980	炉	lu2	0.283	1.000	750	16
1812	仆	pu2	0.257	0.733	751	16
2130	葡	pu2	0.232	1.000	751	16
2208	菩	pu2	0.213	1.000	751	16
2344	蒲	pu2	0.179	1.000	751	16
1111	缓	huan3	1.000	1.000	752	2
1129	忍	ren3	0.990	1.000	753	4
98	从	zong4	0.170	0.011	754	4
1236	纵	zong4	0.823	1.000	754	4
1173	操	cao1	0.934	1.000	755	2
1342	穷	qiong2	0.713	1.000	756	15
2204	琼	qiong2	0.222	1.000	756	15
1147	狂	kuang2	0.986	1.000	757	4
1349	灾	zai1	0.717	1.000	758	5
2400	栽	zai1	0.172	1.000	758	5
2756	哉	zai1	0.108	1.000	758	5
1700	吨	dun1	0.426	1.000	759	7
1722	敦	dun1	0.399	0.964	759	7
2496	蹲	dun1	0.133	0.875	759	7
1143	怒	nu4	1.000	1.000	760	1
1301	缩	suo1	0.762	1.000	761	15
2680	梭	suo1	0.120	1.000	761	15
1174	耶	ye1	0.937	0.981	762	4
1610	沟	gou1	0.485	1.000	763	12
2035	勾	gou1	0.238	0.850	763	12
2252	钩	gou1	0.213	1.000	763	12
362	亲	qing4	0.174	0.035	764	7
1269	庆	qing4	0.807	1.000	764	7
1870	贪	tan1	0.346	1.000	765	5
2062	滩	tan1	0.272	1.000	765	5
2154	摊	tan1	0.241	1.000	765	5
1155	宽	kuan1	0.993	1.000	766	2
1233	挂	gua4	0.862	1.000	767	6
1527	飘	piao1	0.568	1.000	768	7
1569	漂	piao1	0.410	0.773	768	7
1167	拍	pai1	1.000	1.000	769	1
1448	凯	kai3	0.643	1.000	770	10
2207	慨	kai3	0.235	1.000	770	10
1615	邓	deng4	0.505	1.000	771	9
2049	瞪	deng4	0.288	1.000	771	9
2679	凳	deng4	0.127	1.000	771	9
1721	浅	qian3	0.429	0.978	772	6
1781	遣	qian3	0.406	1.000	772	6
2527	谴	qian3	0.157	1.000	772	6
1178	抽	chou1	0.999	1.000	773	4
1509	扑	pu1	0.600	1.000	774	4
1612	铺	pu1	0.249	0.490	774	4
1812	仆	pu1	0.104	0.267	774	4
12	个	ge3	0.503	0.010	775	9
209	各	ge3	0.144	0.017	775	9
1920	葛	ge3	0.229	0.654	775	9
1264	轰	hong1	0.866	1.000	776	7
1137	混	hun4	0.987	0.901	777	3
1186	浪	lang4	0.995	0.982	778	4
19	和	huo5	0.709	0.016	779	4
219	活	huo5	0.171	0.020	779	4
1047	伙	huo5	0.103	0.080	779	4
1016	卷	juan4	0.449	0.329	780	13
2329	倦	juan4	0.211	1.000	780	13
2384	绢	juan4	0.195	1.000	780	13
1195	瓦	wa3	0.995	0.991	781	2
559	答	da1	0.545	0.167	782	8
1842	搭	da1	0.390	1.000	782	8
1497	腊	la4	0.605	0.957	783	11
2419	辣	la4	0.178	0.946	783	11
2592	蜡	la4	0.141	0.952	783	11
1281	狗	gou3	0.881	1.000	784	8
2885	苟	gou3	0.102	1.000	784	8
1948	欠	qian4	0.356	1.000	785	12
2148	歉	qian4	0.270	1.000	785	12
2582	倩	qian4	0.153	1.000	785	12
1397	诊	zhen3	0.746	1.000	786	11
2603	枕	zhen3	0.149	1.000	786	11
1437	敏	min3	0.707	1.000	787	13
1847	俊	jun4	0.401	1.000	788	13
2288	郡	jun4	0.231	1.000	788	13
2505	峻	jun4	0.173	1.000	788	13
1571	朵	duo3	0.447	0.750	789	6
1644	躲	duo3	0.536	1.000	789	6
1263	鸟	niao3	0.939	0.989	790	4
1767	纽	niu3	0.457	1.000	791	6
1805	扭	niu3	0.391	0.895	791	6
2683	钮	niu3	0.140	1.000	791	6
1016	卷	juan3	0.997	0.671	792	4
1361	偶	ou3	0.847	1.000	793	5
2854	呕	ou3	0.113	1.000	793	5
1308	恰	qia4	0.904	1.000	794	4
75	起	qi5	0.552	0.026	795	4
217	气	qi5	0.403	0.043	795	4
737	占	zhan1	0.400	0.162	796	18
2401	沾	zhan1	0.208	1.000	796	18
2532	詹	zhan1	0.178	1.000	796	18
1967	棉	mian2	0.366	1.000	797	5
1986	眠	mian2	0.355	1.000	797	5
2183	绵	mian2	0.278	1.000	797	5
1831	乳	ru3	0.430	1.000	798	3
1908	辱	ru3	0.397	1.000	798	3
2546	汝	ru3	0.173	1.000	798	3
16	上	shang3	0.139	0.003	799	4
1450	赏	shang3	0.740	1.000	799	4
2822	晌	shang3	0.119	1.000	799	4
977	载	zai3	0.358	0.222	800	5
1572	仔	zai3	0.285	0.462	800	5
2080	宰	zai3	0.317	1.000	800	5
1006	爷	ye2	0.945	0.609	801	4
2270	叠	die2	0.253	1.000	802	21
2305	蝶	die2	0.243	1.000	802	21
2391	谍	die2	0.215	1.000	802	21
2834	碟	die2	0.120	1.000	802	21
2240	柄	bing3	0.266	1.000	803	10
2358	饼	bing3	0.221	0.977	803	10
2645	丙	bing3	0.155	1.000	803	10
2808	秉	bing3	0.126	1.000	803	10
2943	禀	bing3	0.104	1.000	803	10
1689	蛇	she2	0.528	0.980	804	8
1958	舌	she2	0.384	1.000	804	8
1756	侯	hou2	0.385	0.783	805	11
2096	喉	hou2	0.321	1.000	805	11
2187	猴	hou2	0.287	1.000	805	11
1886	览	lan3	0.425	1.000	806	7
2229	懒	lan3	0.273	1.000	806	7
2807	揽	lan3	0.127	1.000	806	7
2820	缆	lan3	0.124	1.000	806	7
1323	累	lei3	0.619	0.667	807	15
2416	垒	lei3	0.213	1.000	807	15
1276	朗	lang3	1.000	1.000	808	2
1364	赖	lai4	0.888	1.000	809	8
46	过	guo1	0.156	0.005	810	9
1813	郭	guo1	0.467	1.000	810	9
2073	锅	guo1	0.336	1.000	810	9
1284	偷	tou1	1.000	1.000	811	2
1434	悄	qiao1	0.354	0.444	812	13
1732	敲	qiao1	0.525	1.000	812	13
1591	跌	die1	0.630	1.000	813	2
2004	爹	die1	0.370	1.000	813	2
1435	扫	sao3	0.734	0.914	814	2
2142	嫂	sao3	0.266	0.857	814	2
1719	冯	feng2	0.470	0.875	815	4
1852	缝	feng2	0.231	0.512	815	4
2180	逢	feng2	0.299	1.000	815	4
1404	丧	sang1	0.292	0.350	816	2
1528	桑	sang1	0.708	1.000	816	2
1338	呆	dai1	0.945	1.000	817	3
1295	恨	hen4	1.000	1.000	818	1
625	率	shuai4	0.511	0.145	819	3
1888	帅	shuai4	0.450	1.000	819	3
34	生	sheng5	0.888	0.024	820	4
907	藏	cang2	1.000	0.495	821	1
1313	徐	xu2	1.000	1.000	822	1
1609	躺	tang3	0.651	1.000	823	8
2118	倘	tang3	0.224	0.667	823	8
2994	淌	tang3	0.106	1.000	823	8
1350	胆	dan3	0.977	1.000	824	4
841	露	lou4	0.431	0.188	825	5
2052	漏	lou4	0.371	1.000	825	5
2659	陋	lou4	0.168	1.000	825	5
1335	鼻	bi2	0.997	1.000	826	2
1347	婆	po2	0.953	0.964	827	4
2037	赌	du3	0.380	1.000	828	5
2283	堵	du3	0.279	1.000	828	5
2566	睹	du3	0.189	1.000	828	5
930	呀	ya5	1.000	0.500	829	1
1352	腿	tui3	0.999	1.000	830	3
1355	俗	su2	1.000	1.000	831	1
1391	吹	chui1	0.928	1.000	832	2
1369	润	run4	0.972	1.000	833	3
620	否	pi3	0.393	0.105	834	10
1909	匹	pi3	0.440	0.950	834	10
162	己	ji5	0.767	0.053	835	4
306	记	ji5	0.149	0.018	835	4
1673	梯	ti1	0.626	1.000	836	7
2443	踢	ti1	0.231	1.000	836	7
1625	扣	kou4	0.671	1.000	837	7
2567	寇	kou4	0.196	1.000	837	7
2898	叩	kou4	0.126	1.000	837	7
2046	缠	chan2	0.373	0.958	838	21
2195	禅	chan2	0.250	0.773	838	21
3046	蝉	chan2	0.104	1.000	838	21
1336	闹	nao4	0.965	0.923	839	3
1370	堆	dui1	1.000	1.000	840	3
1371	碰	peng4	1.000	1.000	841	2
1426	爬	pa2	0.903	1.000	842	7
866	散	san3	0.654	0.281	843	6
2200	伞	san3	0.327	1.000	843	6
2054	涛	tao1	0.392	1.000	844	12
2217	掏	tao1	0.321	1.000	844	12
2759	滔	tao1	0.157	1.000	844	12
1502	拔	ba2	0.826	1.000	845	9
2917	跋	ba2	0.126	1.000	845	9
49	作	zuo2	0.110	0.003	846	6
1475	昨	zuo2	0.859	1.000	846	6
27	就	jiu5	0.686	0.015	847	4
429	究	jiu5	0.279	0.048	847	4
2	一	yi5	0.508	0.003	848	3
104	意	yi5	0.421	0.020	848	3
1443	允	yun3	0.901	1.000	849	6
1796	晃	huang3	0.368	0.667	850	5
2206	谎	huang3	0.331	1.000	850	5
2534	恍	huang3	0.216	1.000	850	5
1918	溃	kui4	0.481	1.000	851	12
2274	愧	kui4	0.303	1.000	851	12
2946	馈	kui4	0.123	1.000	851	12
2139	辟	pi4	0.274	0.769	852	11
2295	屁	pi4	0.295	1.000	852	11
2440	譬	pi4	0.241	1.000	852	11
2827	僻	pi4	0.145	1.000	852	11
2064	催	cui1	0.397	1.000	853	6
2166	摧	cui1	0.349	1.000	853	6
2551	崔	cui1	0.211	1.000	853	6
732	差	cha4	0.536	0.175	854	9
2248	刹	cha4	0.121	0.385	854	9
2726	诧	cha4	0.167	1.000	854	9
1285	奔	ben1	0.990	0.857	855	3
1975	逆	ni4	0.452	1.000	856	8
2803	匿	ni4	0.153	1.000	856	8
2813	腻	ni4	0.151	1.000	856	8
1794	削	xue1	0.425	0.750	857	3
1953	薛	xue1	0.471	1.000	857	3
3089	靴	xue1	0.104	1.000	857	3
2287	棒	bang4	0.304	1.000	858	12
2515	镑	bang4	0.226	1.000	858	12
2557	傍	bang4	0.201	0.944	858	12
2940	磅	bang4	0.102	0.800	858	12
1398	租	zu1	0.994	1.000	859	2
1860	挖	wa1	0.524	1.000	860	7
2432	哇	wa1	0.226	0.900	860	7
2904	蛙	wa1	0.133	1.000	860	7
732	差	chai1	0.548	0.175	861	3
2076	拆	chai1	0.398	1.000	861	3
341	候	hou5	1.000	0.129	862	1
1593	垂	chui2	0.743	1.000	863	11
2936	锤	chui2	0.129	1.000	863	11
1402	奴	nu2	0.992	1.000	864	3
1570	曹	cao2	0.779	1.000	865	7
2992	槽	cao2	0.119	1.000	865	7
1366	圈	quan1	0.997	0.929	866	3
1573	柔	rou2	0.785	1.000	867	7
2818	揉	rou2	0.154	1.000	867	7
1449	骂	ma4	0.950	1.000	868	6
1414	粗	cu1	0.999	1.000	869	3
1454	贴	tie1	0.961	1.000	870	3
278	司	si5	0.236	0.024	871	2
298	思	si5	0.764	0.082	871	2
1080	塞	sai1	0.775	0.450	872	5
1456	酸	suan1	0.982	1.000	873	2
976	炸	zha2	0.637	0.295	874	9
1411	扎	zha2	0.101	0.098	874	9
206	处	chu5	0.771	0.059	875	2
859	楚	chu5	0.229	0.086	875	2
1702	衰	shuai1	0.658	0.939	876	3
2269	摔	shuai1	0.340	1.000	876	3
1367	摸	mo1	1.000	0.857	877	1
1962	窝	wo1	0.511	1.000	878	7
2758	涡	wo1	0.163	0.900	878	7
2859	喔	wo1	0.156	1.000	878	7
1754	烂	lan4	0.660	1.000	879	3
2281	滥	lan4	0.340	1.000	879	3
1738	亏	kui1	0.681	1.000	880	7
2747	窥	kui1	0.184	1.000	880	7
3029	盔	kui1	0.127	1.000	880	7
1483	扰	rao3	0.998	1.000	881	2
1606	昌	chang1	0.827	1.000	882	7
1486	绕	rao4	1.000	1.000	883	2
1753	踏	ta4	0.621	0.912	884	16
3032	榻	ta4	0.129	1.000	884	16
1828	瓜	gua1	0.617	1.000	885	8
2351	刮	gua1	0.322	1.000	885	8
271	便	pian2	0.952	0.084	886	6
241	量	liang5	0.764	0.060	887	3
840	亮	liang5	0.171	0.059	887	3
1266	咱	zan2	1.000	0.714	888	1
2067	蛮	man2	0.466	1.000	889	9
2404	瞒	man2	0.300	1.000	889	9
1499	粉	fen3	0.999	1.000	890	3
1543	奏	zou4	0.929	1.000	891	2
7	人	ren5	1.000	0.007	892	1
1542	滚	gun3	0.954	1.000	893	7
1530	惨	can3	0.999	1.000	894	2
1799	癌	ai2	0.691	1.000	895	6
2012	挨	ai2	0.233	0.444	895	6
1557	柳	liu3	0.969	1.000	896	5
42	下	xia5	1.000	0.021	897	1
1620	肥	fei2	0.910	1.000	898	3
1937	壳	qiao4	0.236	0.383	899	11
2878	俏	qiao4	0.176	1.000	899	11
2990	峭	qiao4	0.151	1.000	899	11
2998	窍	qiao4	0.149	1.000	899	11
3035	鞘	qiao4	0.126	0.875	899	11
1309	挑	tiao3	0.980	0.675	900	2
1759	昆	kun1	0.754	1.000	901	14
2912	坤	kun1	0.169	1.000	901	14
1559	逼	bi1	0.999	1.000	902	3
1825	雕	diao1	0.696	1.000	903	9
60	方	fang5	0.959	0.024	904	2
1658	咬	yao3	0.896	1.000	905	9
1737	扁	bian3	0.632	0.783	906	7
2535	贬	bian3	0.292	1.000	906	7
1411	扎	zha1	0.679	0.529	907	11
3195	渣	zha1	0.123	1.000	907	11
1006	爷	ye5	1.000	0.391	908	1
1966	哼	heng1	0.514	0.833	909	3
2145	亨	heng1	0.486	1.000	909	3
316	边	bian5	1.000	0.088	910	1
2343	涅	nie4	0.387	1.000	911	19
2796	聂	nie4	0.210	1.000	911	19
2941	孽	nie4	0.173	1.000	911	19
1598	猜	cai1	1.000	1.000	912	1
2234	捐	juan1	0.444	1.000	913	9
2563	娟	juan1	0.285	1.000	913	9
3051	鹃	juan1	0.149	1.000	913	9
1941	膀	bang3	0.376	0.571	914	3
2420	绑	bang3	0.350	1.000	914	3
2555	榜	bang3	0.273	0.929	914	3
1618	汤	tang1	0.980	0.981	915	8
2026	摘	zhai1	0.590	1.000	916	3
2403	斋	zhai1	0.362	1.000	916	3
2070	潘	pan1	0.561	1.000	917	5
2438	攀	pan1	0.346	1.000	917	5
1639	丢	diu1	0.999	1.000	918	2
1692	抛	pao1	0.928	1.000	919	3
2336	垄	long3	0.413	1.000	920	5
2372	拢	long3	0.391	1.000	920	5
3353	陇	long3	0.109	1.000	920	5
2215	砍	kan3	0.486	1.000	921	7
2446	坎	kan3	0.354	1.000	921	7
3315	侃	kan3	0.116	1.000	921	7
1445	撒	sa1	0.972	0.714	922	3
2141	陀	tuo2	0.537	1.000	923	20
2637	驼	tuo2	0.206	0.727	923	20
1672	猫	mao1	1.000	1.000	924	1
1902	丑	chou3	0.755	1.000	925	2
2767	瞅	chou3	0.245	1.000	925	2
2191	渊	yuan1	0.519	1.000	926	12
2395	冤	yuan1	0.397	1.000	926	12
1640	埋	mai2	0.962	0.905	927	2
2303	硕	shuo4	0.456	1.000	928	11
2701	烁	shuo4	0.270	1.000	928	11
3110	朔	shuo4	0.156	1.000	928	11
961	择	zhai2	0.168	0.053	929	3
1857	宅	zhai2	0.803	1.000	929	3
2028	秒	miao3	0.652	1.000	930	8
2965	渺	miao3	0.189	1.000	930	8
2133	颠	dian1	0.568	1.000	931	7
2887	癫	dian1	0.212	1.000	931	7
1774	跨	kua4	0.914	1.000	932	4
1840	妥	tuo3	0.863	1.000	933	4
3312	椭	tuo3	0.130	1.000	933	4
1762	擦	ca1	0.954	1.000	934	2
2598	魁	kui2	0.324	1.000	935	13
2607	奎	kui2	0.321	1.000	935	13
39	得	dei3	1.000	0.016	936	1
245	务	wu5	0.758	0.043	937	3
854	误	wu5	0.180	0.044	937	3
1820	拼	pin1	0.902	1.000	938	3
2201	匪	fei3	0.563	1.000	939	10
2971	斐	fei3	0.201	1.000	939	10
3542	诽	fei3	0.101	1.000	939	10
1745	暖	nuan3	1.000	1.000	940	1
167	西	xi5	0.221	0.009	941	3
428	息	xi5	0.767	0.074	941	3
1344	舍	she3	1.000	0.538	942	1
1729	喷	pen1	1.000	0.946	943	1
1404	丧	sang4	1.000	0.600	944	1
2041	吵	chao3	0.649	0.900	945	3
2589	炒	chao3	0.350	1.000	945	3
56	家	jie5	0.115	0.002	946	3
830	姐	jie5	0.800	0.176	946	3
1797	吞	tun1	0.994	1.000	947	2
2255	嚷	rang3	0.421	0.750	948	3
2411	壤	rang3	0.455	1.000	948	3
3404	攘	rang3	0.124	1.000	948	3
38	那	ne4	0.901	0.013	949	4
46	过	guo5	1.000	0.015	950	1
1901	颤	chan4	0.822	0.909	951	5
3174	忏	chan4	0.171	1.000	951	5
2369	坟	fen2	0.494	1.000	952	10
2498	焚	fen2	0.417	1.000	952	10
1612	铺	pu4	0.672	0.510	953	5
3194	瀑	pu4	0.145	0.857	953	5
3432	曝	pu4	0.107	0.857	953	5
1832	串	chuan4	0.982	1.000	954	2
1445	撒	sa3	0.437	0.257	955	3
2282	洒	sa3	0.562	1.000	955	3
2278	坠	zhui4	0.572	1.000	956	11
3002	缀	zhui4	0.217	1.000	956	11
3569	赘	zhui4	0.110	1.000	956	11
2113	翁	weng1	0.704	1.000	957	4
2782	嗡	weng1	0.294	1.000	957	4
1937	壳	ke2	0.555	0.617	958	3
2373	咳	ke2	0.433	0.857	958	3
2027	矮	ai3	0.790	1.000	959	4
3460	蔼	ai3	0.124	1.000	959	4
1824	刷	shua1	0.960	0.926	960	2
2383	巩	gong3	0.514	1.000	961	4
2572	拱	gong3	0.395	1.000	961	4
38	那	na1	0.957	0.013	962	2
1584	娜	nuo2	0.260	0.182	963	3
2203	挪	nuo2	0.653	1.000	963	3
594	友	you5	0.895	0.110	964	2
2055	悠	you5	0.105	0.133	964	2
1876	汪	wang1	0.998	1.000	965	2
69	同	tong5	0.833	0.016	966	3
52	道	dao5	0.887	0.014	967	2
2844	叨	dao5	0.113	0.400	967	2
2323	袍	pao2	0.583	1.000	968	11
3370	咆	pao2	0.147	1.000	968	11
1905	寸	cun4	1.000	1.000	969	1
1906	扔	reng1	1.000	1.000	970	1
1877	尿	niao4	0.960	0.926	971	3
1121	折	zhe1	0.222	0.070	972	4
2134	遮	zhe1	0.749	1.000	972	4
2349	勋	xun1	0.582	1.000	973	12
2997	熏	xun1	0.233	0.960	973	12
1984	胎	tai1	0.926	1.000	974	3
1981	柴	chai2	0.929	1.000	975	3
2378	咖	ka1	0.492	0.882	976	3
2468	喀	ka1	0.489	1.000	976	3
1383	旋	xuan4	0.236	0.113	977	15
2909	眩	xuan4	0.274	1.000	977	15
3290	炫	xuan4	0.170	1.000	977	15
3605	渲	xuan4	0.116	1.000	977	15
3710	绚	xuan4	0.101	1.000	977	15
2162	耸	song3	0.737	1.000	978	6
3551	悚	song3	0.125	1.000	978	6
3700	怂	song3	0.102	1.000	978	6
1938	痕	hen2	1.000	1.000	979	2
19	和	he5	0.516	0.004	980	4
984	喝	he5	0.183	0.043	980	4
1427	荷	he5	0.222	0.111	980	4
1952	昂	ang2	1.000	1.000	981	1
1977	喘	chuan3	0.961	1.000	982	3
1723	钻	zuan1	0.998	0.756	983	2
1893	胖	pang4	1.000	0.929	984	1
1955	夸	kua1	1.000	1.000	985	1
1285	奔	ben4	0.359	0.143	986	5
2322	笨	ben4	0.624	1.000	986	5
222	别	bie4	1.000	0.040	987	1
2177	崩	beng1	0.772	1.000	988	4
2976	绷	beng1	0.204	0.769	988	4
2263	厦	sha4	0.501	0.722	989	10
2279	煞	sha4	0.264	0.389	989	10
3314	霎	sha4	0.177	1.000	989	10
644	股	gu5	0.403	0.048	990	7
994	姑	gu5	0.288	0.067	990	7
1326	估	gu5	0.107	0.043	990	7
2417	咕	gu5	0.103	0.182	990	7
1983	绳	sheng2	0.993	1.000	991	2
471	阿	a4	0.174	0.015	992	2
753	啊	a4	0.826	0.125	992	2
2665	堕	duo4	0.351	0.857	993	9
3088	舵	duo4	0.232	1.000	993	9
3311	惰	duo4	0.179	1.000	993	9
3737	跺	duo4	0.105	1.000	993	9
71	当	dang5	1.000	0.017	994	1
1989	傻	sha3	1.000	1.000	995	2
2123	赠	zeng4	0.844	1.000	996	5
2000	贼	zei2	0.999	1.000	997	3
1923	溜	liu1	0.979	0.867	998	3
1830	闷	men4	0.931	0.750	999	3
2314	渠	qu2	0.682	1.000	1000	20
3304	瞿	qu2	0.125	0.667	1000	20
2008	卵	luan3	1.000	1.000	1001	1
1630	脏	zang1	0.751	0.457	1002	3
3297	赃	zang1	0.190	1.000	1002	3
2013	僧	seng1	1.000	1.000	1003	2
2034	盆	pen2	0.991	1.000	1004	2
648	谁	shui2	1.000	0.111	1005	2
1411	扎	za1	0.856	0.373	1006	6
2236	骚	sao1	0.776	1.000	1007	8
3455	搔	sao1	0.159	1.000	1007	8
2394	瞎	xia1	0.636	1.000	1008	4
2841	虾	xia1	0.331	0.941	1008	4
2687	耿	geng3	0.436	1.000	1009	8
2918	梗	geng3	0.319	1.000	1009	8
3693	哽	geng3	0.121	1.000	1009	8
2084	扯	che3	0.954	1.000	1010	2
1835	娃	wa2	1.000	0.750	1011	1
2237	拓	tuo4	0.709	0.870	1012	6
3038	唾	tuo4	0.281	1.000	1012	6
2025	於	yu1	0.357	0.333	1013	7
2959	迂	yu1	0.314	1.000	1013	7
3227	淤	yu1	0.223	1.000	1013	7
2040	囊	nang2	0.988	0.936	1014	2
2083	啥	sha2	1.000	1.000	1015	1
2241	坑	keng1	0.826	1.000	1016	4
651	若	re3	0.153	0.016	1017	3
2271	惹	re3	0.797	1.000	1017	3
367	快	kuai5	1.000	0.054	1018	1
753	啊	a5	0.960	0.125	1019	2
1309	挑	tiao1	0.969	0.325	1020	3
1574	俩	lia3	1.000	0.500	1021	1
753	啊	a2	0.985	0.125	1022	2
2704	熬	ao2	0.352	0.750	1023	14
3440	鳌	ao2	0.181	1.000	1023	14
3575	敖	ao2	0.156	1.000	1023	14
753	啊	a3	1.000	0.125	1024	1
2456	趟	tang4	0.643	1.000	1025	2
2905	烫	tang4	0.357	1.000	1025	2
2124	妮	ni1	1.000	1.000	1026	1
2192	凑	cou4	0.930	1.000	1027	4
2129	闯	chuang3	1.000	1.000	1028	1
2164	裸	luo3	0.973	1.000	1029	7
2869	砰	peng1	0.384	1.000	1030	9
3396	抨	peng1	0.195	1.000	1030	9
3461	烹	peng1	0.183	1.000	1030	9
3635	怦	peng1	0.148	1.000	1030	9
223	打	da5	0.121	0.004	1031	7
